instant,timestamp,hr,actual,prediction,residual
15624,2012-10-18 04:00,4,5,56.383379985805135,51.383379985805135
15625,2012-10-18 05:00,5,42,74.550352709750712,32.550352709750712
15626,2012-10-18 06:00,6,153,70.734632705494079,-82.265367294505921
15627,2012-10-18 07:00,7,508,77.37005287603408,-430.62994712396591
15628,2012-10-18 08:00,8,834,101.88209657050064,-732.11790342949939
15629,2012-10-18 09:00,9,387,130.27751827769231,-256.72248172230769
15630,2012-10-18 10:00,10,218,160.80076688297925,-57.199233117020754
15631,2012-10-18 11:00,11,268,202.8946565461855,-65.105343453814498
15632,2012-10-18 12:00,12,377,228.32946342511207,-148.67053657488793
15633,2012-10-18 13:00,13,332,242.29232708825782,-89.707672911742179
15634,2012-10-18 14:00,14,285,254.448094901383,-30.551905098616999
15635,2012-10-18 15:00,15,353,235.61766835932644,-117.38233164067356
15636,2012-10-18 16:00,16,450,250.62860452757275,-199.37139547242725
15637,2012-10-18 17:00,17,890,236.52614217367383,-653.47385782632614
15638,2012-10-18 18:00,18,788,237.11126892887972,-550.88873107112022
15639,2012-10-18 19:00,19,513,236.35354562379811,-276.64645437620186
15640,2012-10-18 20:00,20,387,242.9889657943381,-144.0110342056619
15641,2012-10-18 21:00,21,283,226.32611264050487,-56.673887359495126
15642,2012-10-18 22:00,22,229,222.01953536801301,-6.9804646319869903
15643,2012-10-18 23:00,23,117,227.67324100208256,110.67324100208256
15644,2012-10-19 00:00,0,56,75.311359247783926,19.311359247783926
15645,2012-10-19 01:00,1,16,65.844911870909641,49.844911870909641
15646,2012-10-19 02:00,2,10,72.775109596636497,62.775109596636497
15647,2012-10-19 03:00,3,5,95.41435745806659,90.41435745806659
15648,2012-10-19 04:00,4,6,102.34455518379345,96.344555183793446
15649,2012-10-19 05:00,5,36,93.565702773817037,57.565702773817037
15650,2012-10-19 06:00,6,131,90.339537879934085,-40.660462120065915
15651,2012-10-19 07:00,7,154,96.189323227052029,-57.810676772947971
15652,2012-10-19 08:00,8,467,103.80711591967675,-363.19288408032327
15653,2012-10-19 09:00,9,389,110.7373136454036,-278.26268635459638
15654,2012-10-19 10:00,10,224,142.18332543515052,-81.816674564849478
15655,2012-10-19 11:00,11,252,164.82257329658066,-87.177426703419343
15656,2012-10-19 12:00,12,332,210.85879232452248,-121.14120767547752
15657,2012-10-19 13:00,13,375,203.95273574758252,-171.04726425241748
15658,2012-10-19 14:00,14,365,246.24270512383717,-118.75729487616283
15659,2012-10-19 15:00,15,395,239.63142610208405,-155.36857389791595
15660,2012-10-19 16:00,16,565,233.11818693685512,-331.88181306314488
15661,2012-10-19 17:00,17,425,240.04838466258198,-184.95161533741802
15662,2012-10-19 18:00,18,233,200.05491831086721,-32.945081689132792
15663,2012-10-19 19:00,19,232,191.66888331260182,-40.331116687398179
15664,2012-10-19 20:00,20,229,213.05084394425702,-15.949156055742975
15665,2012-10-19 21:00,21,206,212.35947860780558,6.3594786078055847
15666,2012-10-19 22:00,22,190,219.87923144390609,29.879231443906093
15667,2012-10-19 23:00,23,131,193.61657292171421,62.616572921714209
15668,2012-10-20 00:00,0,123,43.275161263478907,-79.724838736521093
15669,2012-10-20 01:00,1,95,68.933317319570264,-26.066682680429736
15670,2012-10-20 02:00,2,78,59.958385196545478,-18.041614803454522
15671,2012-10-20 03:00,3,29,60.739591664799704,31.739591664799704
15672,2012-10-20 04:00,4,18,82.495164846283544,64.495164846283544
15673,2012-10-20 05:00,5,13,58.007262300603898,45.007262300603898
15674,2012-10-20 06:00,6,31,91.883285160252711,60.883285160252711
15675,2012-10-20 07:00,7,65,71.86765775205761,6.8676577520576103
15676,2012-10-20 08:00,8,193,126.80868056484044,-66.191319435159556
15677,2012-10-20 09:00,9,363,161.41138689590093,-201.58861310409907
15678,2012-10-20 10:00,10,423,187.79622642340391,-235.20377357659609
15679,2012-10-20 11:00,11,612,201.66105023002544,-410.33894976997453
15680,2012-10-20 12:00,12,703,225.38745910106994,-477.61254089893009
15681,2012-10-20 13:00,13,714,238.32886173761719,-475.67113826238278
15682,2012-10-20 14:00,14,711,249.79703458384449,-461.20296541615551
15683,2012-10-20 15:00,15,711,251.10884481046196,-459.89115518953804
15684,2012-10-20 16:00,16,691,255.43281460073524,-435.56718539926476
15685,2012-10-20 17:00,17,731,271.33417407993335,-459.66582592006665
15686,2012-10-20 18:00,18,521,268.17370916906629,-252.82629083093371
15687,2012-10-20 19:00,19,345,256.93250581567975,-88.067494184320253
15688,2012-10-20 20:00,20,259,275.68903364999898,16.689033649998976
15689,2012-10-20 21:00,21,296,254.94672277039223,-41.053277229607772
15690,2012-10-20 22:00,22,202,247.25503137003017,45.255031370030167
15691,2012-10-20 23:00,23,163,234.042992327083,71.042992327082999
15692,2012-10-21 00:00,0,154,89.565111316641193,-64.434888683358807
15693,2012-10-21 01:00,1,117,83.051872151412283,-33.948127848587717
15694,2012-10-21 02:00,2,132,75.752998162761301,-56.247001837238699
15695,2012-10-21 03:00,3,41,68.356084317586095,27.356084317586095
15696,2012-10-21 04:00,4,21,60.068089175844946,39.068089175844946
15697,2012-10-21 05:00,5,10,82.216479769039807,72.216479769039807
15698,2012-10-21 06:00,6,26,102.39337668705979,76.393376687059785
15699,2012-10-21 07:00,7,56,109.32357441278663,53.323574412786627
15700,2012-10-21 08:00,8,143,113.23486394385219,-29.76513605614781
15701,2012-10-21 09:00,9,269,156.40916598566736,-112.59083401433264
15702,2012-10-21 10:00,10,443,190.02275116363765,-252.97724883636235
15703,2012-10-21 11:00,11,547,210.98594089069394,-336.01405910930606
15704,2012-10-21 12:00,12,675,233.62518875212405,-441.37481124787598
15705,2012-10-21 13:00,13,626,250.15453386059531,-375.84546613940472
15706,2012-10-21 14:00,14,640,260.43750584068403,-379.56249415931597
15707,2012-10-21 15:00,15,623,268.25203623197143,-354.74796376802857
15708,2012-10-21 16:00,16,591,264.40397635420646,-326.59602364579354
15709,2012-10-21 17:00,17,491,261.43959115638779,-229.56040884361221
15710,2012-10-21 18:00,18,413,267.97697147040361,-145.02302852959639
15711,2012-10-21 19:00,19,266,262.74763101345172,-3.2523689865482766
15712,2012-10-21 20:00,20,195,259.78324581563305,64.783245815633052
15713,2012-10-21 21:00,21,166,228.75419258638402,62.754192586384022
15714,2012-10-21 22:00,22,113,234.60397793350194,121.60397793350194
15715,2012-10-21 23:00,23,66,247.87924662974979,181.87924662974979
15716,2012-10-22 00:00,0,31,63.19190901048357,32.19190901048357
15717,2012-10-22 01:00,1,11,53.26694423888236,42.26694423888236
15718,2012-10-22 02:00,2,5,53.852070994088223,48.852070994088223
15719,2012-10-22 03:00,3,6,83.98250218766411,77.98250218766411
15720,2012-10-22 04:00,4,7,77.07644561072415,70.07644561072415
15721,2012-10-22 05:00,5,46,65.868240116460171,19.868240116460171
15722,2012-10-22 06:00,6,144,66.453366871666006,-77.546633128333994
15723,2012-10-22 07:00,7,452,98.456593898278385,-353.54340610172164
15724,2012-10-22 08:00,8,728,121.95965359215808,-606.04034640784198
15725,2012-10-22 09:00,9,360,143.3156607309254,-216.6843392690746
15726,2012-10-22 10:00,10,212,177.32881195161218,-34.671188048387819
15727,2012-10-22 11:00,11,211,238.08495996216706,27.084959962167062
15728,2012-10-22 12:00,12,283,254.0254079458789,-28.974592054121104
15729,2012-10-22 13:00,13,315,285.96293498947534,-29.037065010524657
15730,2012-10-22 14:00,14,282,296.83480409432349,14.834804094323488
15731,2012-10-22 15:00,15,296,306.16840141145002,10.16840141145002
15732,2012-10-22 16:00,16,524,299.26234483451009,-224.73765516548991
15733,2012-10-22 17:00,17,922,305.79972514852591,-616.20027485147409
15734,2012-10-22 18:00,18,786,229.29296816803878,-556.70703183196122
15735,2012-10-22 19:00,19,514,252.35164491968206,-261.64835508031797
15736,2012-10-22 20:00,20,403,239.82720084363274,-163.17279915636726
15737,2012-10-22 21:00,21,174,225.33192107802276,51.331921078022759
15738,2012-10-22 22:00,22,183,198.11922990725446,15.119229907254464
15739,2012-10-22 23:00,23,163,204.85334791993293,41.853347919932929
15740,2012-10-23 00:00,0,37,34.614842641707696,-2.3851573582923038
15741,2012-10-23 01:00,1,17,62.145794530835531,45.145794530835531
15742,2012-10-23 02:00,2,7,41.933429423977742,34.933429423977742
15743,2012-10-23 03:00,3,1,69.464381313105591,68.464381313105591
15744,2012-10-23 04:00,4,7,69.853428355263048,62.853428355263048
15745,2012-10-23 05:00,5,50,83.030657194986702,33.030657194986702
15746,2012-10-23 06:00,6,158,67.906733814489314,-90.093266185510686
15747,2012-10-23 07:00,7,531,96.989092502964596,-434.01090749703542
15748,2012-10-23 08:00,8,761,119.53030050787049,-641.46969949212951
15749,2012-10-23 09:00,9,334,139.24868003116353,-194.75131996883647
15750,2012-10-23 10:00,10,221,180.65497472747194,-40.345025272528062
15751,2012-10-23 11:00,11,253,219.7299561960169,-33.2700438039831
15752,2012-10-23 12:00,12,378,246.70435083389359,-131.29564916610641
15753,2012-10-23 13:00,13,303,263.13565608584065,-39.864343914159349
15754,2012-10-23 14:00,14,296,289.45479563032779,-6.5452043696722058
15755,2012-10-23 15:00,15,346,296.77781076776569,-49.222189232234314
15756,2012-10-23 16:00,16,541,297.20594631443691,-243.79405368556309
15757,2012-10-23 17:00,17,938,309.16497642889942,-628.83502357110058
15758,2012-10-23 18:00,18,826,275.17596635699954,-550.82403364300046
15759,2012-10-23 19:00,19,482,274.61498075058057,-207.38501924941943
15760,2012-10-23 20:00,20,379,256.03958527358282,-122.96041472641718
15761,2012-10-23 21:00,21,295,248.24985401669664,-46.750145983303355
15762,2012-10-23 22:00,22,194,255.86764670932135,61.867646709321349
15763,2012-10-23 23:00,23,111,247.08879429934495,136.08879429934495
15764,2012-10-24 00:00,0,46,87.596206751103253,41.596206751103253
15765,2012-10-24 01:00,1,27,103.30082853163866,76.300828531638658
15766,2012-10-24 02:00,2,6,110.23102625736551,104.23102625736551
15767,2012-10-24 03:00,3,4,88.205474655095983,84.205474655095983
15768,2012-10-24 04:00,4,6,95.135672380822825,89.135672380822825
15769,2012-10-24 05:00,5,53,92.112335830993743,39.112335830993743
15770,2012-10-24 06:00,6,173,93.385057553097482,-79.614942446902518
15771,2012-10-24 07:00,7,526,95.325511394602415,-430.67448860539758
15772,2012-10-24 08:00,8,801,118.06279911255672,-682.93720088744328
15773,2012-10-24 09:00,9,373,136.13173197997807,-236.86826802002193
15774,2012-10-24 10:00,10,171,156.30862889799806,-14.691371102001938
15775,2012-10-24 11:00,11,236,192.78413106209493,-43.215868937905071
15776,2012-10-24 12:00,12,316,218.61241333834681,-97.387586661653188
15777,2012-10-24 13:00,13,306,250.75276872599716,-55.247231274002843
15778,2012-10-24 14:00,14,301,329.67965983005115,28.67965983005115
15779,2012-10-24 15:00,15,308,306.08283858093739,-1.9171614190626087
15780,2012-10-24 16:00,16,532,337.13603295897337,-194.86396704102663
15781,2012-10-24 17:00,17,963,291.58313046015974,-671.41686953984026
15782,2012-10-24 18:00,18,858,304.13171568499592,-553.86828431500408
15783,2012-10-24 19:00,19,572,288.45123505324739,-283.54876494675261
15784,2012-10-24 20:00,20,441,274.0539951441616,-166.9460048558384
15785,2012-10-24 21:00,21,313,281.08223272641266,-31.917767273587344
15786,2012-10-24 22:00,22,238,276.24505169555755,38.245051695557549
15787,2012-10-24 23:00,23,123,269.04487554904495,146.04487554904495
15788,2012-10-25 00:00,0,76,123.58462201651847,47.584622016518466
15789,2012-10-25 01:00,1,28,115.99097047268062,87.990970472680615
15790,2012-10-25 02:00,2,18,93.375863760037461,75.375863760037461
15791,2012-10-25 03:00,3,8,74.243911031788599,66.243911031788599
15792,2012-10-25 04:00,4,5,80.978029044467064,75.978029044467064
15793,2012-10-25 05:00,5,55,88.301044181904942,33.301044181904942
15794,2012-10-25 06:00,6,171,95.427321620680175,-75.572678379319825
15795,2012-10-25 07:00,7,495,102.35751934640703,-392.642480653593
15796,2012-10-25 08:00,8,779,118.45561652426775,-660.54438347573227
15797,2012-10-25 09:00,9,343,125.58189396304297,-217.41810603695703
15798,2012-10-25 10:00,10,225,138.46434524757979,-86.535654752420214
15799,2012-10-25 11:00,11,238,145.19846326025825,-92.801536739741749
15800,2012-10-25 12:00,12,319,167.83771112168836,-151.16228887831164
15801,2012-10-25 13:00,13,313,174.08031388051734,-138.91968611948266
15802,2012-10-25 14:00,14,285,203.94830739241468,-81.051692607585323
15803,2012-10-25 15:00,15,305,232.20594275295414,-72.794057247045856
15804,2012-10-25 16:00,16,499,225.49662387467683,-273.50337612532314
15805,2012-10-25 17:00,17,886,232.42682160040368,-653.57317839959637
15806,2012-10-25 18:00,18,809,200.05491831086721,-608.94508168913285
15807,2012-10-25 19:00,19,542,201.22894219083247,-340.77105780916753
15808,2012-10-25 20:00,20,347,192.05727236914501,-154.94272763085499
15809,2012-10-25 21:00,21,271,198.98747009487187,-72.012529905128133
15810,2012-10-25 22:00,22,207,221.33259838672939,14.332598386729387
15811,2012-10-25 23:00,23,135,228.55691568202883,93.55691568202883
15812,2012-10-26 00:00,0,71,79.515468308583763,8.5154683085837632
15813,2012-10-26 01:00,1,36,60.0893960107623,24.0893960107623
15814,2012-10-26 02:00,2,19,67.117633593013366,48.117633593013366
15815,2012-10-26 03:00,3,13,74.440648730451244,61.440648730451244
15816,2012-10-26 04:00,4,5,81.3708464561781,76.3708464561781
15817,2012-10-26 05:00,5,50,87.908226770193906,37.908226770193906
15818,2012-10-26 06:00,6,144,94.740384639396552,-49.259615360603448
15819,2012-10-26 07:00,7,421,101.7686222216476,-319.2313777783524
15820,2012-10-26 08:00,8,734,115.23997063094384,-618.76002936905616
15821,2012-10-26 09:00,9,403,122.17016835667069,-280.82983164332933
15822,2012-10-26 10:00,10,197,128.90428636934914,-68.095713630650863
15823,2012-10-26 11:00,11,290,161.30033080767254,-128.69966919232746
15824,2012-10-26 12:00,12,392,184.13565838215101,-207.86434161784899
15825,2012-10-26 13:00,13,337,200.03701786134906,-136.96298213865094
15826,2012-10-26 14:00,14,351,220.80346988974273,-130.19653011025727
15827,2012-10-26 15:00,15,448,239.50104637205158,-208.49895362794842
15828,2012-10-26 16:00,16,582,211.66036957201001,-370.33963042798996
15829,2012-10-26 17:00,17,817,206.82318854115493,-610.17681145884512
15830,2012-10-26 18:00,18,665,209.61497718909783,-455.38502281090217
15831,2012-10-26 19:00,19,471,201.03286247778408,-269.96713752221592
15832,2012-10-26 20:00,20,311,207.96306020351093,-103.03693979648907
15833,2012-10-26 21:00,21,292,225.93329522879384,-66.066704771206162
15834,2012-10-26 22:00,22,217,215.28164698578098,-1.7183530142190193
15835,2012-10-26 23:00,23,178,222.40858241017048,44.408582410170482
15836,2012-10-27 00:00,0,142,44.728528206302173,-97.271471793697827
15837,2012-10-27 01:00,1,146,51.658725932029014,-94.341274067970986
15838,2012-10-27 02:00,2,90,58.981741069466906,-31.018258930533094
15839,2012-10-27 03:00,3,26,65.715859082145371,39.715859082145371
15840,2012-10-27 04:00,4,13,72.646056807872213,59.646056807872213
15841,2012-10-27 05:00,5,9,91.009109244866167,82.009109244866167
15842,2012-10-27 06:00,6,31,97.939306970593023,66.939306970593023
15843,2012-10-27 07:00,7,86,96.651637892762423,10.651637892762423
15844,2012-10-27 08:00,8,213,121.55649899894,-91.44350100106
15845,2012-10-27 09:00,9,328,128.48669672466684,-199.51330327533316
15846,2012-10-27 10:00,10,479,155.79495742224415,-323.20504257775588
15847,2012-10-27 11:00,11,585,185.92538861582005,-399.07461138417995
15848,2012-10-27 12:00,12,668,225.9497447473272,-442.0502552526728
15849,2012-10-27 13:00,13,760,251.60790080341857,-508.3920991965814
15850,2012-10-27 14:00,14,750,252.91971103003604,-497.08028896996393
15851,2012-10-27 15:00,15,711,221.13736285087327,-489.86263714912673
15852,2012-10-27 16:00,16,612,220.57637724445431,-391.42362275554569
15853,2012-10-27 17:00,17,618,227.50657497018113,-390.49342502981887
15854,2012-10-27 18:00,18,456,234.43677269590802,-221.56322730409198
15855,2012-10-27 19:00,19,300,213.30164440459021,-86.698355595409794
15856,2012-10-27 20:00,20,296,220.23184213031703,-75.768157869682966
15857,2012-10-27 21:00,21,209,227.16203985604392,18.162039856043918
15858,2012-10-27 22:00,22,157,234.28831729481914,77.288317294819137
15859,2012-10-27 23:00,23,167,249.59403101825231,82.594031018252309
15860,2012-10-28 00:00,0,117,89.609928216161109,-27.390071783838891
15861,2012-10-28 01:00,1,133,82.605831782696967,-50.394168217303033
15862,2012-10-28 02:00,2,116,97.125252697093813,-18.874747302906187
15863,2012-10-28 03:00,3,79,113.61616728666556,34.616167286665558
15864,2012-10-28 04:00,4,20,120.74244472544081,100.74244472544081
15865,2012-10-28 05:00,5,28,127.27982503945663,99.279825039456625
15866,2012-10-28 06:00,6,39,141.89794379599192,102.89794379599192
15867,2012-10-28 07:00,7,65,148.63140382305613,83.631403823056132
15868,2012-10-28 08:00,8,173,157.23091105215133,-15.769088947848672
15869,2012-10-28 09:00,9,330,170.76861743007768,-159.23138256992232
15870,2012-10-28 10:00,10,434,178.84492751742937,-255.15507248257063
15871,2012-10-28 11:00,11,462,191.92411650062883,-270.07588349937117
15872,2012-10-28 12:00,12,491,178.21381357282667,-312.78618642717333
15873,2012-10-28 13:00,13,391,184.65315403031829,-206.34684596968171
15874,2012-10-28 14:00,14,402,198.12516042522878,-203.87483957477122
15875,2012-10-28 15:00,15,301,197.8582943883824,-103.1417056116176
15876,2012-10-28 16:00,16,293,190.75615809839405,-102.24384190160595
15877,2012-10-28 17:00,17,225,173.00614393494644,-51.993856065053563
15878,2012-10-28 18:00,18,154,135.21193285934899,-18.788067140651009
15879,2012-10-28 19:00,19,54,141.25845590512955,87.258455905129551
15880,2012-10-28 20:00,20,55,148.87624859775428,93.876248597754284
15881,2012-10-28 21:00,21,46,173.09351473703398,127.09351473703398
15882,2012-10-28 22:00,22,37,179.63089505104981,142.63089505104981
15883,2012-10-28 23:00,23,14,168.97924680803695,154.97924680803695
15884,2012-10-29 00:00,0,22,29.546263762844006,7.5462637628440064
15885,2012-10-30 13:00,13,116,88.332908234901254,-27.667091765098746
15886,2012-10-30 14:00,14,126,95.263105960628096,-30.736894039371904
15887,2012-10-30 15:00,15,124,90.268933721238355,-33.731066278761645
15888,2012-10-30 16:00,16,98,97.199131446965211,-0.80086855303478899
15889,2012-10-30 17:00,17,124,103.93324945964368,-20.066750540356324
15890,2012-10-30 18:00,18,143,110.27389207499684,-32.726107925003163
15891,2012-10-30 19:00,19,115,216.63073774533723,101.63073774533723
15892,2012-10-30 20:00,20,81,135.76387993638025,54.763879936380249
15893,2012-10-30 21:00,21,64,130.86840553912899,66.868405539128986
15894,2012-10-30 22:00,22,66,149.23145797612293,83.231457976122925
15895,2012-10-30 23:00,23,39,156.16165570184978,117.16165570184978
15896,2012-10-31 00:00,0,16,-3.4289717029161579,-19.428971702916158
15897,2012-10-31 01:00,1,8,3.4031861662864742,-4.5968138337135258
15898,2012-10-31 02:00,2,7,10.627503461585945,3.6275034615859454
15899,2012-10-31 03:00,3,3,17.361621474264382,14.361621474264382
15900,2012-10-31 04:00,4,5,13.643941326531973,8.6439413265319729
15901,2012-10-31 05:00,5,24,31.418096638766485,7.4180966387664853
15902,2012-10-31 06:00,6,116,38.545032063155958,-77.454967936844042
15903,2012-10-31 07:00,7,337,34.041717092001477,-302.95828290799852
15904,2012-10-31 08:00,8,621,58.553760786468047,-562.44623921353195
15905,2012-10-31 09:00,9,297,81.193008647898168,-215.80699135210182
15906,2012-10-31 10:00,10,168,104.81462903141298,-63.185370968587023
15907,2012-10-31 11:00,11,189,120.71598851061103,-68.284011489388973
15908,2012-10-31 12:00,12,241,155.12195714300887,-85.878042856991129
15909,2012-10-31 13:00,13,213,183.57633020221095,-29.423669797789046
15910,2012-10-31 14:00,14,224,190.50652792793781,-33.49347207206219
15911,2012-10-31 15:00,15,230,189.55272490980781,-40.447275090192193
15912,2012-10-31 16:00,16,424,196.87574004724567,-227.12425995275433
15913,2012-10-31 17:00,17,723,189.57686605859473,-533.42313394140524
15914,2012-10-31 18:00,18,584,196.50706378432159,-387.49293621567841
15915,2012-10-31 19:00,19,410,218.61570788738842,-191.38429211261158
15916,2012-10-31 20:00,20,268,225.54590561311525,-42.454094386884748
15917,2012-10-31 21:00,21,192,232.47610333884211,40.476103338842108
15918,2012-10-31 22:00,22,165,213.21377088056076,48.213770880560759
15919,2012-10-31 23:00,23,101,219.84984903671503,118.84984903671503
15920,2012-11-01 00:00,0,60,60.455301344997523,0.45530134499752251
15921,2012-11-01 01:00,1,30,14.73800102102939,-15.26199897897061
15922,2012-11-01 02:00,2,20,45.064511927653726,25.064511927653726
15923,2012-11-01 03:00,3,15,67.703759789083861,52.703759789083861
15924,2012-11-01 04:00,4,10,65.07389863658004,55.07389863658004
15925,2012-11-01 05:00,5,40,72.200176075355287,32.200176075355287
15926,2012-11-01 06:00,6,148,88.69109066492706,-59.30890933507294
15927,2012-11-01 07:00,7,420,109.45754269332069,-310.5424573066793
15928,2012-11-01 08:00,8,680,117.86771884037293,-562.13228115962704
15929,2012-11-01 09:00,9,331,122.92512073306335,-208.07487926693665
15930,2012-11-01 10:00,10,146,121.08023641836735,-24.919763581632651
15931,2012-11-01 11:00,11,170,128.01043414409421,-41.989565855905795
15932,2012-11-01 12:00,12,221,141.08962312729366,-79.910376872706337
15933,2012-11-01 13:00,13,248,161.85607515568734,-86.143924844312664
15934,2012-11-01 14:00,14,185,184.16145695741682,-0.8385430425831828
15935,2012-11-01 15:00,15,214,183.20765393928681,-30.792346060713186
15936,2012-11-01 16:00,16,344,190.13785166501367,-153.86214833498633
15937,2012-11-01 17:00,17,689,204.95205013459736,-484.04794986540264
15938,2012-11-01 18:00,18,678,211.48943044861318,-466.51056955138682
15939,2012-11-01 19:00,19,452,218.41962817434003,-233.58037182565997
15940,2012-11-01 20:00,20,296,212.10246872215947,-83.897531277840528
15941,2012-11-01 21:00,21,267,218.24703162446426,-48.752968375535744
15942,2012-11-01 22:00,22,202,213.4105085792234,11.410508579223404
15943,2012-11-01 23:00,23,120,213.99563533442929,93.995635334429295
15944,2012-11-02 00:00,0,50,54.601087642711761,4.6010876427117609
15945,2012-11-02 01:00,1,24,38.331051900589529,14.331051900589529
15946,2012-11-02 02:00,2,10,45.261249626316371,35.261249626316371
15947,2012-11-02 03:00,3,3,38.355193049376425,35.355193049376425
15948,2012-11-02 04:00,4,7,44.892573363392245,37.892573363392245
15949,2012-11-02 05:00,5,26,66.051842803496925,40.051842803496925
15950,2012-11-02 06:00,6,122,59.145786226556979,-62.854213773443021
15951,2012-11-02 07:00,7,357,65.87924625362119,-291.1207537463788
15952,2012-11-02 08:00,8,687,103.30478106629452,-583.69521893370552
15953,2012-11-02 09:00,9,382,124.07123309468815,-257.92876690531182
15954,2012-11-02 10:00,10,204,158.07763568436945,-45.922364315630546
15955,2012-11-02 11:00,11,221,187.84758933974263,-33.152410660257374
15956,2012-11-02 12:00,12,292,194.38496965375845,-97.615030346241554
15957,2012-11-02 13:00,13,294,191.22450474289138,-102.77549525710862
15958,2012-11-02 14:00,14,262,204.65676464767387,-57.343235352326133
15959,2012-11-02 15:00,15,306,211.09610510516549,-94.903894894834508
15960,2012-11-02 16:00,16,421,211.0923347356119,-209.9076652643881
15961,2012-11-02 17:00,17,638,218.02253246133876,-419.97746753866124
15962,2012-11-02 18:00,18,522,219.33434268795625,-302.66565731204378
15963,2012-11-02 19:00,19,374,226.06780271502046,-147.93219728497954
15964,2012-11-02 20:00,20,221,221.82017679453901,0.82017679453900882
15965,2012-11-02 21:00,21,156,228.35755710855483,72.357557108554829
15966,2012-11-02 22:00,22,149,234.60015986738381,85.600159867383809
15967,2012-11-02 23:00,23,119,222.37049334652136,103.37049334652136
15968,2012-11-03 00:00,0,108,59.712552297072676,-48.287447702927324
15969,2012-11-03 01:00,1,89,75.214345733554254,-13.785654266445746
15970,2012-11-03 02:00,2,46,81.65302820543161,35.65302820543161
15971,2012-11-03 03:00,3,28,88.583225931158452,60.583225931158452
15972,2012-11-03 04:00,4,16,89.463130241551156,73.463130241551156
15973,2012-11-03 05:00,5,9,96.098550412091143,87.098550412091143
15974,2012-11-03 06:00,6,21,102.63593072610696,81.635930726106963
15975,2012-11-03 07:00,7,59,109.95894586354484,50.958945863544841
15976,2012-11-03 08:00,8,142,129.14737961408889,-12.852620385911109
15977,2012-11-03 09:00,9,219,130.45918984070639,-88.540810159293613
15978,2012-11-03 10:00,10,328,149.94240114643725,-178.05759885356275
15979,2012-11-03 11:00,11,340,156.8725988721641,-183.1274011278359
15980,2012-11-03 12:00,12,394,164.29365386612619,-229.70634613387381
15981,2012-11-03 13:00,13,449,170.53625662495517,-278.46374337504483
15982,2012-11-03 14:00,14,455,169.77919130548781,-285.22080869451219
15983,2012-11-03 15:00,15,448,184.98620718678254,-263.01379281321749
15984,2012-11-03 16:00,16,400,191.13077008908732,-208.86922991091268
15985,2012-11-03 17:00,17,410,197.86423011615153,-212.13576988384847
15986,2012-11-03 18:00,18,297,204.69638798535416,-92.303612014645836
15987,2012-11-03 19:00,19,239,203.34976755551315,-35.650232444486846
15988,2012-11-03 20:00,20,181,198.11976911294701,17.119769112947012
15989,2012-11-03 21:00,21,166,204.85388712562548,38.853887125625477
15990,2012-11-03 22:00,22,146,197.94783054868552,51.947830548685516
15991,2012-11-03 23:00,23,148,204.87802827441237,56.878028274412372
15992,2012-11-04 00:00,0,102,31.647226280028036,-70.352773719971964
15993,2012-11-04 01:00,1,165,-11.666674452540377,-176.66667445254038
15994,2012-11-04 02:00,2,37,37.328843432438049,0.32884343243804892
15995,2012-11-04 03:00,3,11,46.092748486687597,35.092748486687597
15996,2012-11-04 04:00,4,9,39.382771622796014,30.382771622796014
15997,2012-11-04 05:00,5,5,46.116889635474479,41.116889635474479
15998,2012-11-04 06:00,6,16,67.079421376916528,51.079421376916528
15999,2012-11-04 07:00,7,50,59.977285086928177,9.9772850869281768
16000,2012-11-04 08:00,8,149,96.648866964073477,-52.351133035926523
16001,2012-11-04 09:00,9,217,114.65884847948439,-102.34115152051561
16002,2012-11-04 10:00,10,360,136.70179259953537,-223.29820740046463
16003,2012-11-04 11:00,11,445,162.13725746407619,-282.86274253592381
16004,2012-11-04 12:00,12,504,169.06745518980304,-334.93254481019699
16005,2012-11-04 13:00,13,493,187.96111138516025,-305.03888861483972
16006,2012-11-04 14:00,14,509,200.31295891133379,-308.68704108866621
16007,2012-11-04 15:00,15,449,207.4398943357233,-241.5601056642767
16008,2012-11-04 16:00,16,435,215.05768702834803,-219.94231297165197
16009,2012-11-04 17:00,17,327,202.79502264836299,-124.20497735163701
16010,2012-11-04 18:00,18,237,209.92195807275249,-27.078041927247511
16011,2012-11-04 19:00,19,227,217.04823551152774,-9.9517644884722642
16012,2012-11-04 20:00,20,141,193.24792793274594,52.247927932745938
16013,2012-11-04 21:00,21,87,195.31303310927723,108.31303310927723
16014,2012-11-04 22:00,22,79,202.14519097847986,123.14519097847986
16015,2012-11-04 23:00,23,53,200.79857054863885,147.79857054863885
16016,2012-11-05 00:00,0,23,43.979821247754558,20.979821247754558
16017,2012-11-05 01:00,1,8,50.713939260433037,42.713939260433037
16018,2012-11-05 02:00,2,6,57.644136986159921,51.644136986159921
16019,2012-11-05 03:00,3,4,64.967152123597785,60.967152123597785
16020,2012-11-05 04:00,4,16,79.584612894518827,63.584612894518827
16021,2012-11-05 05:00,5,39,87.006325874095168,48.006325874095168
16022,2012-11-05 06:00,6,139,99.26013354374453,-39.73986645625547
16023,2012-11-05 07:00,7,461,105.99359357080873,-355.00640642919126
16024,2012-11-05 08:00,8,648,112.72771158348721,-535.27228841651277
16025,2012-11-05 09:00,9,257,114.43233922181571,-142.56766077818429
