ames_order,overall_quality,year_built,year_sold,first_floor_sqft,second_floor_sqft,living_area_sqft,basement_sqft,garage_cars,garage_area_sqft,sale_price_usd
1026,7,1980,2008,1277,767,2044,738,2,489,185000
1027,5,1969,2008,720,588,1308,720,2,484,146900
1028,7,1978,2008,1420,1420,2840,1420,4,1314,292500
1029,6,1976,2008,1523,0,1523,1193,2,478,180000
1030,6,1976,2008,1444,0,1444,1444,2,473,159900
1031,7,1976,2008,1098,866,1964,803,2,483,205000
1032,5,1973,2008,1178,0,1178,1176,2,439,157000
1033,8,1996,2008,1236,1104,2340,1236,3,787,306000
1034,5,1974,2008,896,896,1792,896,2,480,133000
1035,6,1969,2008,1054,0,1054,1054,2,460,151000
1036,4,1969,2008,936,0,936,936,1,288,111900
1037,5,1971,2008,864,0,864,864,2,576,123000
1038,4,1972,2008,864,0,864,864,2,576,111250
1039,6,1998,2008,1337,0,1337,1405,2,511,181000
1040,6,1973,2008,483,504,987,483,1,264,103400
1041,6,1973,2008,483,504,987,483,1,264,100000
1042,6,1972,2008,483,504,987,483,1,352,100500
1043,6,1970,2008,483,504,987,483,1,280,106000
1044,6,1971,2008,483,504,987,483,1,264,85400
1045,6,1971,2008,483,504,987,483,1,264,89500
1046,5,1972,2008,630,672,1302,630,1,264,111750
1047,6,1977,2008,1069,0,1069,1069,2,440,140000
1048,6,1975,2008,855,601,1456,855,2,460,143000
1049,7,1977,2008,1055,0,1055,1055,2,440,148500
1050,5,1966,2008,892,0,892,864,1,264,110000
1051,8,2008,2008,1932,0,1932,1932,3,774,394617
1052,10,2007,2008,1742,590,2332,1682,3,846,426000
1053,10,2007,2008,2084,0,2084,2078,3,1220,385000
1054,9,2008,2008,1476,1237,2713,1452,3,858,446261
1055,8,2007,2008,1582,0,1582,1582,3,905,317500
1056,8,2007,2008,1710,0,1710,1710,3,866,372402
1057,8,2007,2008,2464,0,2464,2418,3,650,417500
1058,9,2007,2008,1950,0,1950,1950,3,706,383000
1059,9,2006,2008,1850,898,2748,1850,3,850,390000
1060,10,2005,2008,1632,1158,2790,1620,4,1150,460000
1061,9,2005,2008,1414,917,2331,1414,3,1003,379000
1062,8,2007,2008,948,1140,2088,948,3,656,250000
1063,8,2004,2008,1170,1162,2332,1148,3,756,316000
1064,10,2003,2008,2470,0,2470,2535,3,789,615000
1065,9,2003,2008,1572,1096,2668,1572,3,726,412500
1066,7,2003,2008,1006,1040,2046,998,3,871,284000
1067,8,2003,2008,1575,0,1575,1603,3,732,284000
1068,8,2001,2008,1515,1134,2649,1479,3,746,421250
1069,8,2003,2008,1804,886,2690,1765,3,795,370000
1070,9,2008,2008,1866,0,1866,1858,3,870,336860
1071,9,2008,2008,1702,0,1702,1702,3,1052,367294
1072,7,2005,2008,1367,0,1367,1367,2,484,192000
1073,8,2003,2008,1518,0,1518,1518,2,588,274000
1074,9,2005,2008,1684,0,1684,1684,2,564,266000
1075,9,2007,2008,1800,0,1800,1800,3,944,370967
1076,8,2006,2008,1342,0,1342,1342,2,550,234250
1077,8,2006,2008,1342,0,1342,1342,2,550,219500
1078,7,2003,2008,764,862,1626,764,2,474,155000
1079,7,2003,2008,764,862,1626,764,2,474,154000
1080,7,2004,2008,1358,0,1358,1358,2,484,207000
1081,7,2003,2008,1455,0,1455,1415,3,644,195000
1082,7,2004,2008,1576,0,1576,1393,3,668,219990
1083,7,2005,2008,1504,0,1504,1346,2,437,191000
1084,7,2007,2008,1266,0,1266,1266,2,388,159895
1085,7,2007,2008,1246,0,1246,1146,2,428,187687
1086,6,2004,2008,813,702,1515,789,2,393,179000
1087,6,2004,2008,864,729,1593,839,2,398,193000
1088,7,2005,2008,1166,0,1166,856,2,400,190000
1089,6,2005,2008,728,728,1456,728,2,400,176000
1090,7,2002,2008,840,880,1720,840,2,400,188000
1091,7,2003,2008,847,1139,1986,847,2,434,213000
1092,7,2007,2008,1358,0,1358,1350,2,484,217300
1093,6,2000,2008,962,830,1792,936,2,451,186500
1094,7,2000,2008,1008,884,1892,982,2,431,226750
1095,7,2004,2008,788,702,1490,788,2,388,184000
1096,7,2002,2008,707,707,1414,707,2,403,176000
1097,7,1999,2008,1037,1285,2322,1037,2,400,225000
1098,7,1999,2008,873,778,1651,831,2,450,185900
1099,8,1997,2008,1182,1017,2199,1173,2,516,284500
1100,8,1998,2008,1470,1160,2630,1470,3,696,315000
1101,8,2000,2008,1145,1053,2198,1145,3,836,250000
1102,9,2000,2008,1533,639,2172,1519,3,687,291000
1103,8,1998,2008,2006,0,2006,1982,3,938,350000
1104,7,1996,2008,1064,1061,2125,1064,2,576,279500
1105,8,1995,2008,1251,1250,2501,1242,3,751,290000
1106,8,1995,2008,2113,0,2113,2109,3,839,350000
1107,7,1993,2008,1325,1093,2418,1311,3,983,341000
1108,7,1993,2008,1108,1089,2197,1080,3,783,287500
1109,7,1994,2008,1223,904,2127,1223,2,525,271000
1110,8,1994,2008,1987,0,1987,1986,2,691,301500
1111,8,2007,2008,1580,0,1580,1580,3,830,235128
1112,6,2007,2008,894,1039,1933,894,3,668,214000
1113,8,2006,2008,1574,0,1574,1574,3,824,232000
1114,7,2006,2008,1578,0,1578,1578,3,642,240000
1115,9,2008,2008,1506,0,1506,1498,2,592,264132
1116,8,2007,2008,1563,0,1563,1563,3,758,245000
1117,7,2008,2008,1428,0,1428,1417,2,554,227680
1118,8,2007,2008,1341,520,1861,1341,3,851,257000
1119,8,2007,2008,955,919,1874,955,3,880,297900
1120,8,2006,2008,1460,0,1460,1460,2,480,247000
1121,8,2007,2008,1372,0,1372,1363,2,588,212700
1122,7,2007,2008,1372,0,1372,1372,2,529,250580
1123,7,2007,2008,1428,0,1428,1428,2,480,182000
1124,7,2005,2008,866,902,1768,866,2,603,226700
1125,8,2003,2008,1053,939,1992,1053,2,648,250000
1126,7,2005,2008,1026,932,1958,1026,3,936,250000
1127,8,2007,2008,1050,1028,2078,1034,3,836,339750
1128,7,2007,2008,822,843,1665,813,2,562,205950
1129,8,2007,2008,1660,0,1660,1660,3,660,256000
1130,7,2007,2008,1218,0,1218,1218,2,462,230348
1131,6,2003,2008,864,864,1728,864,2,673,207500
1132,7,2004,2008,1080,0,1080,1080,0,0,141000
1133,6,2003,2008,835,861,1696,835,2,542,188000
1134,7,2003,2008,835,828,1663,835,2,478,192500
1135,6,2005,2008,1175,0,1175,1175,0,0,146000
1136,5,2004,2008,1114,0,1114,1114,2,576,159000
1137,6,2003,2008,1114,0,1114,1114,2,576,155000
1138,6,2004,2008,798,842,1640,798,2,520,173000
1139,7,2007,2008,1162,0,1162,1162,2,483,170000
1140,6,1995,2008,754,855,1609,754,2,525,182000
1141,6,1993,2008,886,794,1680,886,2,474,163000
1142,6,1994,2008,1679,0,1679,1408,2,575,193500
1143,7,1994,2008,832,825,1657,832,2,483,189000
1144,6,2001,2008,827,850,1677,827,2,627,190500
1145,7,1992,2008,844,893,1737,836,2,506,175000
1146,6,1991,2008,1294,0,1294,1278,2,496,179200
1147,6,1993,2008,832,878,1710,832,2,506,187000
1148,6,1993,2008,1617,0,1617,1604,2,533,193000
1149,6,1993,2008,1199,0,1199,1199,2,530,153900
1150,5,1963,2008,984,0,984,984,1,384,128000
1151,5,1962,2008,912,0,912,912,1,352,144000
1152,5,1961,2008,864,0,864,864,1,420,135000
1153,5,1968,2008,890,0,890,890,1,308,115000
1154,5,1963,2008,864,0,864,864,1,276,119916
1155,6,1961,2008,912,0,912,912,1,288,142000
1156,6,1974,2008,1430,0,1430,1430,2,484,192000
1157,5,1972,2008,1001,640,1641,1001,2,490,140000
1158,6,1990,2008,1364,1319,2683,930,2,473,290000
1159,9,1993,2008,1827,959,2786,1848,2,636,372500
1160,7,2004,2008,1391,0,1391,1391,2,530,196000
1161,7,2006,2008,625,625,1250,625,2,625,171900
1162,7,2004,2008,1245,0,1245,1235,2,495,178000
1163,6,2005,2008,600,600,1200,600,2,480,165000
1164,7,2007,2008,703,689,1392,689,2,540,146000
1165,7,2007,2008,703,689,1392,689,2,540,146000
1166,7,1999,2008,757,744,1501,744,2,440,179400
1167,6,1999,2008,757,792,1549,744,2,440,172900
1168,9,2000,2008,1638,0,1638,1614,2,495,300000
1169,9,2001,2008,1310,0,1310,1310,2,545,285000
1170,9,2001,2008,1419,0,1419,1419,2,588,290000
1171,9,1999,2008,1557,0,1557,1557,2,484,305000
1172,9,1999,2008,1709,0,1709,1698,2,506,328900
1173,7,1999,2008,624,628,1252,600,2,462,160000
1174,7,1999,2008,684,720,1404,672,2,462,170000
1175,7,2001,2008,872,917,1789,858,2,546,223000
1176,8,1999,2008,962,624,1586,960,2,480,170000
1177,8,1999,2008,962,645,1607,960,2,480,200000
1178,10,1998,2008,1469,924,2393,970,2,846,345000
1179,8,1996,2008,1288,0,1288,1260,2,500,245500
1180,8,1995,2008,1239,0,1239,1230,2,477,217500
1181,8,1993,2008,1719,0,1719,1719,2,473,324000
1182,6,1984,2008,1232,0,1232,1232,2,516,162500
1183,9,1977,2008,1599,1345,2944,994,3,864,150000
1184,8,1976,2008,1671,0,1671,1426,2,550,290000
1185,7,2002,2008,952,860,1812,952,2,469,205000
1186,7,1970,2008,1682,0,1682,1304,2,530,174000
1187,6,1969,2008,1427,0,1427,1427,2,516,183000
1188,6,1968,2008,1740,0,1740,1740,2,512,150000
1189,6,1971,2008,1258,0,1258,1258,2,528,145000
1190,7,1967,2008,1620,0,1620,1620,2,578,215000
1191,5,1965,2008,1625,0,1625,1625,2,484,140500
1192,6,1974,2008,1548,1066,2614,1522,2,624,240000
1193,5,1968,2008,732,732,1464,732,2,470,141000
1194,5,1965,2008,912,0,912,912,2,576,147000
1195,5,1965,2008,925,0,925,912,2,576,135000
1196,5,1965,2008,1728,0,1728,1728,2,576,145000
1197,5,1965,2008,1728,0,1728,1728,2,576,142600
1198,5,1973,2008,1656,0,1656,1656,2,506,135000
1199,7,1971,2008,845,825,1670,825,2,464,170000
1200,8,1976,2008,1175,1540,2715,1142,2,831,299800
1201,6,1974,2008,943,933,1876,901,2,540,185000
1202,6,1966,2008,800,832,1632,800,2,484,173000
1203,7,1961,2008,999,0,999,944,2,588,178400
1204,7,1968,2008,1098,880,1978,832,2,486,176000
1205,5,1956,2008,1014,0,1014,0,1,267,98000
1206,4,1957,2008,907,0,907,907,1,352,109008
1207,4,1956,2008,952,0,952,952,1,283,135750
1208,5,1963,2008,1128,0,1128,1120,2,525,155000
1209,6,1964,2008,1425,0,1425,1425,2,576,180500
1210,6,1966,2008,1165,0,1165,1127,2,490,174900
1211,6,1965,2008,1136,0,1136,1136,1,384,140000
1212,6,1964,2008,1092,0,1092,1092,2,504,145000
1213,5,1965,2008,1265,0,1265,1219,2,502,179900
1214,6,1964,2008,1350,0,1350,1248,2,520,168500
1215,5,1961,2008,1114,0,1114,1114,2,451,140000
1216,5,1959,2008,1053,0,1053,1053,1,312,145500
1217,6,1959,2008,1252,0,1252,1252,2,528,142000
1218,4,1960,2008,1100,0,1100,1100,1,312,141000
1219,5,1960,2008,1118,0,1118,1118,1,264,153000
1220,3,1949,2008,720,0,720,0,1,287,72500
1221,3,1935,2008,729,0,729,270,0,0,52000
1222,5,1939,2008,1077,0,1077,991,1,205,118000
1223,4,1937,2008,453,453,906,348,1,231,87000
1224,5,1960,2008,1496,0,1496,1296,2,450,141500
1225,6,1950,2008,1032,220,1252,1032,1,288,119000
1226,5,1950,2008,1337,0,1337,572,1,264,141500
1227,6,1955,2008,1661,0,1661,992,1,377,165500
1228,5,1953,2008,1036,0,1036,1036,1,312,112900
1229,7,1965,2008,902,918,1820,864,2,492,201800
1230,6,1961,2008,1362,0,1362,1362,2,504,163000
1231,5,1961,2008,1144,0,1144,1144,2,456,139950
1232,6,1962,2008,1537,0,1537,1319,2,462,174000
1233,6,1962,2008,1431,0,1431,1099,1,296,165000
1234,6,1966,2008,1104,884,1988,1104,2,480,227000
1235,5,1955,2008,1098,0,1098,1098,1,260,135000
1236,5,1963,2008,1144,0,1144,1144,1,336,124000
1237,5,1962,2008,1283,0,1283,931,2,506,140000
1238,5,1957,2008,1176,0,1176,1176,1,292,136500
1239,5,1959,2008,1440,0,1440,1248,1,480,185000
1240,6,1958,2008,1261,0,1261,1261,2,433,163000
1241,6,1958,2008,1570,0,1570,1395,2,441,166800
1242,6,1956,2008,1196,0,1196,1196,1,297,139000
1243,6,1957,2008,1392,0,1392,1392,2,458,166000
1244,6,1958,2008,1080,0,1080,1080,1,288,136000
1245,5,1956,2008,1104,0,1104,1104,1,384,133000
1246,5,1952,2008,882,0,882,720,1,240,116000
1247,5,1953,2008,1152,0,1152,1152,2,636,137500
1248,5,1953,2008,950,0,950,984,2,400,130000
1249,6,1957,2008,1790,0,1790,998,2,540,180000
1250,5,1951,2008,952,0,952,952,2,840,139000
1251,5,1953,2008,773,0,773,773,1,240,110000
1252,5,1957,2008,1764,0,1764,0,1,301,100000
1253,5,1947,2008,832,384,1216,832,1,336,118500
1254,5,1957,2008,1824,0,1824,1824,2,484,146000
1255,4,1948,2008,869,0,869,0,1,390,89900
1256,5,1925,2008,747,412,1159,747,1,288,114000
1257,5,1945,2008,1048,510,1558,913,1,288,140000
1258,4,1940,2008,672,0,672,672,1,308,86900
1259,5,1922,2008,1254,182,1436,892,4,1488,139000
1260,4,1900,2008,694,600,1294,0,0,0,106250
1261,6,1962,2008,858,858,1716,858,2,490,171000
1262,5,1968,2008,1044,0,1044,912,2,372,139000
1263,7,1958,2008,1312,0,1312,1312,2,495,186000
1264,6,1960,2008,1253,0,1253,1253,1,352,157000
1265,6,1960,2008,1081,0,1081,1081,1,401,148000
1266,7,1960,2008,2069,0,2069,585,2,505,242000
1267,5,1953,2008,910,0,910,105,2,414,116000
1268,5,1951,2008,876,0,876,876,2,576,94000
1269,5,1950,2008,1048,0,1048,0,2,420,98300
1270,5,1960,2008,1507,0,1507,1075,1,404,127000
1271,5,1959,2008,1256,0,1256,1256,1,311,159000
1272,5,1962,2008,1027,0,1027,1027,1,299,125900
1273,5,1960,2008,1269,0,1269,1269,1,308,155000
1274,6,1948,2008,819,501,1320,768,2,576,138000
1275,6,1954,2008,984,0,984,936,1,280,112500
1276,6,1954,2008,832,0,832,832,2,528,105500
1277,6,1954,2008,854,424,1278,854,1,240,127500
1278,5,1961,2008,1800,0,1800,1800,0,0,130000
1279,5,1955,2008,1024,564,1588,768,2,480,150000
1280,5,1954,2008,825,0,825,825,1,350,109500
1281,6,1963,2008,983,813,1796,780,2,483,140000
1282,6,1964,2008,798,813,1611,780,2,442,167900
1283,5,1963,2008,1117,0,1117,1117,1,264,136870
1284,6,2008,2008,1133,0,1133,192,1,308,143000
1285,5,1925,2008,764,0,764,680,2,504,73000
1286,5,1904,2008,958,581,1539,650,2,686,157500
1287,5,1948,2008,948,375,1323,780,2,400,122600
1288,5,1910,2008,680,680,1360,680,1,330,111000
1289,6,1920,2008,1584,1208,2792,1510,2,520,256000
1290,5,1940,2008,672,0,672,672,1,256,64000
1291,6,1915,2008,728,728,1456,728,1,308,139500
1292,4,1910,2008,828,658,1594,828,0,0,118000
1293,7,2003,2008,1362,720,2082,1362,2,484,200000
1294,4,1940,2008,1095,561,1656,801,2,440,119164
1295,5,1920,2008,960,780,1740,936,1,225,122250
1296,7,1920,2008,1027,0,1027,931,0,0,120000
1297,6,1940,2008,884,552,1436,884,2,828,155000
1298,5,1910,2008,899,0,899,481,1,200,78000
1299,5,1890,2008,684,396,1080,684,0,0,95000
1300,5,1948,2008,789,0,789,789,1,250,115000
1301,5,1948,2008,1122,0,1122,924,2,528,147000
1302,5,1946,2008,904,595,1499,904,3,869,140000
1303,2,1946,2008,407,0,407,407,1,297,46500
1304,5,1957,2008,928,0,928,928,1,288,112500
1305,4,1954,2008,901,0,901,901,1,281,107900
1306,3,1949,2008,1588,0,1588,448,0,0,65000
1307,7,1880,2008,1675,1818,3493,1470,3,870,295000
1308,5,1900,2008,830,797,1627,797,2,420,139500
1309,5,1915,2008,876,540,1416,876,3,720,153900
1310,7,1920,2008,730,720,1450,624,1,288,132000
1311,5,1916,2008,624,720,1344,624,3,513,98000
1312,5,1900,2008,709,308,1017,346,1,308,114000
1313,5,1920,2008,1377,973,2350,973,2,393,130000
1314,6,1917,2008,1134,924,2058,735,2,396,129500
1315,5,1905,2008,884,656,1540,572,0,0,129400
1316,7,1928,2008,689,689,1378,689,2,360,161000
1317,6,1905,2008,1221,691,1912,482,2,672,163000
1318,6,1914,2008,742,742,1484,742,0,0,128000
1319,8,1872,2008,938,1215,2358,684,0,0,122000
1320,7,1926,2008,572,539,1111,572,1,288,116900
1321,10,1893,2008,1521,1254,2775,1237,2,880,325000
1322,2,1920,2008,723,363,1086,723,2,400,55000
1323,7,1890,2008,1313,1182,2495,1313,2,342,184000
1324,5,1959,2008,984,0,984,984,1,308,110000
1325,5,1954,2008,1050,745,1795,1050,1,352,131500
1326,5,1956,2008,882,0,882,0,1,308,97000
1327,4,1958,2008,1093,0,1093,869,1,308,115500
1328,5,1928,2008,1143,0,1143,1008,1,288,138000
1329,7,1945,2008,1195,473,1668,672,1,252,108000
1330,5,1930,2008,779,0,935,742,1,308,79500
1331,5,1935,2008,1144,594,1738,1024,1,240,153000
1332,5,1924,2008,784,0,784,784,0,0,109500
1333,5,1941,2008,832,378,1210,672,1,240,124000
1334,6,1900,2008,736,554,1290,554,1,200,106900
1335,6,1940,2008,1014,658,1672,981,1,240,164900
1336,5,1924,2008,949,0,949,949,2,370,119000
1337,6,1929,2008,950,208,1158,862,1,208,120000
1338,6,1937,2008,825,672,1497,825,1,672,157000
1339,6,1939,2008,874,468,1342,739,1,240,105000
1340,6,1926,2008,1013,0,1013,992,1,160,113000
1341,5,1920,2008,565,651,1216,565,1,355,115000
1343,4,1929,2008,624,512,1136,704,1,336,123000
1344,5,1945,2008,808,0,808,0,1,164,81300
1345,5,1930,2008,1128,445,1573,1078,2,360,162900
1346,7,1939,2008,1245,764,2009,989,2,400,150000
1347,5,1923,2008,1226,676,1902,1100,2,576,123500
1348,7,1931,2008,1022,752,1774,952,2,468,129900
1349,6,1920,2008,751,611,1362,611,2,502,128000
1350,4,1927,2008,520,0,520,520,1,240,68500
1351,5,1948,2008,1072,213,1285,672,1,240,127000
1352,6,1923,2008,1053,795,1848,833,2,370,207000
1353,7,1925,2008,1133,687,1820,1026,1,240,184000
1354,6,1915,2008,1170,546,1716,810,2,672,162500
1355,5,1940,2008,988,517,1505,883,1,240,145000
1356,6,1918,2008,838,0,838,816,1,275,130000
1357,6,1910,2008,1242,742,1984,1242,1,360,160000
1358,8,1925,2008,833,833,1666,588,1,228,161000
1359,6,1910,2008,825,784,1609,796,1,228,127500
1360,6,1930,2008,768,0,768,768,2,440,93850
1361,6,1952,2008,768,768,1536,768,1,308,136000
1362,6,1938,2008,1272,0,1969,1272,2,400,141000
1363,5,1915,2008,880,428,1308,880,2,400,120000
1364,6,1925,2008,1040,0,1040,1040,2,320,127500
1365,6,1925,2008,788,448,1236,768,1,384,127000
1366,6,1920,2008,1035,371,1406,319,0,0,89500
1367,5,1955,2008,825,0,825,825,2,720,125000
1368,6,1920,2008,1088,110,1198,901,0,0,79900
1369,5,1912,2008,759,0,759,451,2,576,85000
1370,3,1915,2008,808,536,1344,536,0,0,82375
1371,6,1906,2008,756,713,1469,756,1,216,135000
1372,5,1947,2008,1054,0,1054,1046,1,240,124000
1373,5,1968,2008,1211,0,1211,952,1,322,134000
1374,5,1948,2008,720,551,1271,720,1,312,135000
1375,4,1959,2008,1120,468,1588,0,2,680,134432
1376,5,1940,2008,808,547,1355,644,0,0,127500
1377,5,1963,2008,1075,0,1075,981,2,440,148000
1378,5,1965,2008,1040,0,1040,1040,1,384,129500
1379,6,1978,2008,1096,0,1096,1008,2,484,157500
1380,5,1966,2008,904,0,904,876,1,408,109900
1381,5,1967,2008,992,0,992,992,1,294,145000
1382,5,1967,2008,894,0,894,894,2,450,130000
1383,6,1978,2008,1034,0,1034,450,2,504,153000
1384,5,1967,2008,1073,0,1073,1073,1,270,120000
1385,5,1984,2008,1126,0,1126,1060,2,506,152000
1386,4,1969,2008,1258,0,1258,1198,2,400,108959
1387,5,1920,2008,1140,0,1140,1300,2,400,95541
1388,5,1959,2008,1006,0,1006,1006,0,0,80000
1389,5,1966,2008,1228,0,1228,1228,1,271,149350
1390,5,1963,2008,960,0,960,960,1,300,144900
1391,6,1956,2008,1188,0,1188,988,2,621,185000
1392,5,1954,2008,1383,0,1383,1383,1,354,165000
1393,6,1960,2008,1252,0,1252,1602,2,564,235000
1394,5,1958,2008,1021,580,1601,533,1,300,140000
1395,5,1940,2008,672,0,672,672,1,240,108000
1396,5,1960,2008,1721,0,1721,988,2,626,145000
1397,5,1941,2008,864,486,1350,576,3,627,152400
1398,5,1970,2008,904,0,904,864,3,912,144000
1399,6,1996,2008,1291,0,1291,1291,2,431,173000
1400,7,1977,2008,1156,866,2022,1160,2,505,192000
1401,7,1979,2008,1524,0,1524,1524,2,478,245000
1402,7,1954,2008,1363,0,1363,1385,2,439,241500
1403,4,1954,2008,1663,0,1663,1364,2,529,256000
1404,6,1959,2008,1357,0,1357,1019,1,312,177000
1405,7,1948,2008,617,462,1079,570,1,249,125600
1406,6,1953,2008,1094,0,1094,1094,2,495,155000
1407,6,1908,2008,1307,1051,2358,907,2,360,240000
1408,5,1940,2008,1518,0,1518,1580,0,0,260000
1409,6,1918,2008,1163,511,1674,1163,2,396,185000
1410,6,1935,2008,1236,872,2108,1127,2,540,235000
1411,5,1956,2008,1509,0,1509,1509,1,322,159900
1412,5,1975,2008,864,0,864,864,0,0,99600
1413,6,1962,2008,621,648,1269,621,1,280,134500
1414,5,1900,2008,961,406,1367,861,1,384,119000
1415,5,1910,2008,820,527,1347,1117,0,0,107500
1416,5,1950,2008,1164,0,1164,1164,1,240,125000
1417,6,1924,2008,572,524,1096,572,0,0,79000
1418,5,1941,2008,616,495,1111,616,1,200,95000
1419,7,1990,2008,1532,797,2329,1475,2,514,262280
1420,6,1995,2008,1093,1721,2814,1077,2,614,260000
1421,7,1994,2008,1626,0,1626,1602,2,534,226500
1422,7,1993,2008,1101,1099,2200,812,2,453,225000
1423,7,1996,2008,1302,735,2037,672,2,472,229000
1424,7,2007,2008,628,728,1356,628,2,484,177439
1425,8,2007,2008,1615,0,1615,1615,3,864,248500
1426,9,2008,2008,2276,0,2276,2271,3,1348,475000
1427,9,2008,2008,1766,0,1766,1751,3,874,395039
1428,7,1993,2008,1080,1017,2097,1080,3,678,228000
1429,8,1995,2008,1511,0,1511,1401,3,811,225000
1430,6,1966,2008,1643,0,1643,1182,2,438,195000
1431,6,1997,2008,616,1072,1688,616,2,603,200000
1432,5,1994,2008,990,0,990,990,2,528,155000
1433,5,1995,2008,1099,0,1099,1099,1,352,144000
1434,5,1994,2008,990,0,990,990,2,672,145000
1435,7,1997,2008,1418,0,1418,1418,2,558,226001
1436,6,1997,2008,872,899,1771,864,2,600,215700
1437,7,2000,2008,782,870,1652,782,2,532,207500
1438,7,1999,2008,882,908,1790,873,2,588,193000
1439,7,1998,2008,880,844,1724,880,2,527,188000
1440,7,1999,2008,1479,0,1479,1468,2,577,191000
1441,7,2002,2008,1494,0,1494,1494,2,530,221000
1442,7,2001,2008,963,829,1792,963,2,564,231500
1443,7,2000,2008,928,895,1823,928,2,626,235000
1444,7,2001,2008,920,866,1786,920,2,608,223500
1445,5,1975,2008,938,0,938,938,1,308,130250
1446,5,1977,2008,985,0,985,985,1,328,149900
1447,5,1978,2008,1174,0,1174,864,2,528,158000
1448,6,1978,2008,1026,0,1026,940,2,576,147000
1449,5,1975,2008,1076,0,1076,1076,2,576,143195
1450,5,1975,2008,1558,0,1558,864,2,440,163000
1451,5,1975,2008,924,0,924,924,1,280,110000
1452,5,1972,2008,864,0,864,864,1,352,127000
1453,5,1972,2008,780,0,780,780,1,352,124900
1454,8,2002,2008,1795,0,1795,1777,2,534,230000
1455,8,2002,2008,1128,903,2031,1128,2,577,237000
1456,7,2000,2008,992,873,1865,992,3,839,235000
1457,7,2001,2008,1290,871,2161,1257,2,570,230500
1458,8,1999,2008,1004,848,1852,1004,3,660,230000
1459,7,1998,2008,1153,878,2031,1153,2,541,222500
1460,8,2001,2008,1055,1208,2263,1055,2,905,287000
1461,9,2001,2008,1366,581,1947,1357,3,725,274000
1462,8,2002,2008,1786,0,1786,1778,3,715,300000
1463,8,2002,2008,1149,1141,2290,1128,2,779,255900
1464,7,2003,2008,884,884,1768,884,2,543,224900
1465,7,2003,2008,1129,1198,2327,1129,2,596,240000
1466,7,2003,2008,798,842,1640,798,2,595,183000
1467,8,1999,2008,886,878,1764,850,2,560,207000
1468,7,1994,2008,933,975,1908,915,2,493,210000
1469,6,2003,2008,848,0,848,848,2,420,136500
1470,6,2004,2008,848,0,848,848,2,420,145000
1471,6,1997,2008,1493,0,1493,1478,2,508,208900
1472,6,1997,2008,1838,0,1838,1838,3,721,185000
1473,7,2002,2008,1536,0,1536,1536,2,532,214000
1474,7,2003,2008,856,854,1710,856,2,548,208500
1475,7,2004,2008,1445,0,1445,1445,2,470,186500
1476,7,2004,2008,1436,0,1436,1436,2,484,210000
1477,7,2004,2008,770,812,1582,770,2,520,185900
1478,8,2007,2008,1234,0,1234,1234,2,484,179900
1479,7,2007,2008,1564,0,1564,1564,3,814,218836
1480,7,2007,2008,1361,0,1361,1351,2,610,193000
1481,7,2005,2008,728,728,1456,728,2,410,189000
1482,6,2004,2008,848,0,848,848,2,420,149300
1483,6,2004,2008,848,0,848,848,2,420,141000
1484,6,2004,2008,848,0,848,848,2,420,149000
1485,6,2004,2008,848,0,848,848,2,420,144500
1486,5,1910,2008,796,0,796,796,0,0,85000
1487,5,1900,2008,1272,928,2200,1272,0,0,145900
1488,5,1966,2008,1092,0,1092,1092,1,264,123000
1489,5,1965,2008,1256,0,1256,1256,1,276,147500
1490,5,1976,2008,1033,0,1033,456,2,504,165000
1491,6,1976,2008,1127,0,1127,1127,2,480,135000
1492,5,1940,2008,996,0,996,996,0,0,108000
1493,4,1972,2008,1181,0,1181,1138,2,588,137500
1494,7,2003,2008,760,896,1656,746,2,397,165400
1495,6,1977,2008,1117,0,1117,1029,2,542,147000
1496,6,1976,2008,684,714,1398,684,2,440,160500
1497,4,2005,2008,1132,0,1132,1132,2,451,176000
1498,5,1959,2008,3820,0,3820,0,2,624,284700
1499,10,2008,2008,4692,950,5642,6110,2,1418,160000
1500,6,2005,2008,1072,0,1072,547,2,525,148000
1501,4,1955,2008,1152,0,1152,0,0,0,82000
1502,4,1955,2008,1152,0,1152,0,0,0,82000
1503,4,1955,2008,1440,0,1440,1440,0,0,118000
1504,4,1955,2008,1152,0,1152,0,0,0,82500
1505,4,1955,2008,784,0,784,784,0,0,91900
1506,5,1938,2008,585,468,1053,585,0,0,120000
1507,5,1947,2008,929,208,1137,0,0,0,96000
1508,4,1953,2008,930,0,930,911,1,286,99000
1509,5,1946,2008,768,432,1200,768,1,240,130500
1510,4,1954,2008,997,473,1470,941,1,548,135000
1511,5,1955,2008,872,521,1393,816,1,300,135500
1512,4,1954,2008,1204,0,1204,416,1,312,100000
1513,4,1923,2008,949,343,1292,949,1,205,108000
1514,5,1925,2008,864,0,864,864,0,0,98000
1515,3,1914,2008,864,0,864,864,0,0,67000
1516,5,1912,2008,936,780,1716,780,0,0,135900
1517,6,1925,2008,810,672,1482,672,1,400,140000
1518,5,1939,2008,1052,720,2192,720,1,240,179500
1519,6,1925,2008,1390,304,1694,1181,2,576,136500
1520,7,1921,2008,1424,0,1424,1228,1,312,168000
1521,5,1911,2008,1024,940,1964,940,0,0,130000
1522,5,1921,2008,990,1611,2601,612,2,621,189000
1523,6,1930,2008,960,960,1920,960,2,480,161900
